latitude,longitude,bright_ti4,scan,track,acq_date,acq_time,satellite,confidence,version,bright_ti5,frp,daynight,source,temp_c,datetime,dt_nearest_hour
34.20975,-118.09,300.84,0.54,0.5,2025-01-09,09:09,N,nominal,2.0NRT,280.29,2.88,N,SUOMI,7.140000000000043,2025-01-09 09:09:00+00:00,2025-01-09 09:00:00+00:00
34.22009,-118.15248,355.56,0.54,0.51,2025-01-09,09:09,N,nominal,2.0NRT,290.42,4.45,N,SUOMI,17.27000000000004,2025-01-09 09:09:00+00:00,2025-01-09 09:00:00+00:00
34.2149,-118.14768,312.06,0.54,0.51,2025-01-09,09:09,N,nominal,2.0NRT,281.7,4.45,N,SUOMI,8.550000000000011,2025-01-09 09:09:00+00:00,2025-01-09 09:00:00+00:00
34.20681,-118.05728,328.24,0.53,0.5,2025-01-09,09:09,N,nominal,2.0NRT,286.88,4.06,N,SUOMI,13.730000000000018,2025-01-09 09:09:00+00:00,2025-01-09 09:00:00+00:00
34.20726,-118.06232,339.23,0.53,0.5,2025-01-09,09:09,N,nominal,2.0NRT,288.15,4.06,N,SUOMI,15.0,2025-01-09 09:09:00+00:00,2025-01-09 09:00:00+00:00
34.21185,-118.06074,300.7,0.53,0.5,2025-01-09,09:09,N,nominal,2.0NRT,282.36,4.06,N,SUOMI,9.210000000000036,2025-01-09 09:09:00+00:00,2025-01-09 09:00:00+00:00
34.21479,-118.09347,304.64,0.54,0.51,2025-01-09,09:09,N,nominal,2.0NRT,282.65,1.61,N,SUOMI,9.5,2025-01-09 09:09:00+00:00,2025-01-09 09:00:00+00:00
34.21524,-118.09852,295.56,0.54,0.51,2025-01-09,09:09,N,nominal,2.0NRT,280.94,1.61,N,SUOMI,7.7900000000000205,2025-01-09 09:09:00+00:00,2025-01-09 09:00:00+00:00
34.21824,-118.13192,307.04,0.54,0.51,2025-01-09,09:09,N,nominal,2.0NRT,280.28,1.47,N,SUOMI,7.1299999999999955,2025-01-09 09:09:00+00:00,2025-01-09 09:00:00+00:00
34.21949,-118.1459,308.91,0.54,0.51,2025-01-09,09:09,N,nominal,2.0NRT,283.18,4.45,N,SUOMI,10.03000000000003,2025-01-09 09:09:00+00:00,2025-01-09 09:00:00+00:00
34.21245,-118.0674,322.13,0.53,0.5,2025-01-09,09:09,N,nominal,2.0NRT,283.53,3.82,N,SUOMI,10.379999999999995,2025-01-09 09:09:00+00:00,2025-01-09 09:00:00+00:00
34.21386,-118.08303,338.44,0.54,0.5,2025-01-09,09:09,N,nominal,2.0NRT,285.43,2.88,N,SUOMI,12.28000000000003,2025-01-09 09:09:00+00:00,2025-01-09 09:00:00+00:00
34.21547,-118.15409,298.14,0.54,0.51,2025-01-09,09:09,N,nominal,2.0NRT,281.31,4.45,N,SUOMI,8.160000000000025,2025-01-09 09:09:00+00:00,2025-01-09 09:00:00+00:00
34.09073,-118.55305,311.33,0.57,0.52,2025-01-09,09:09,N,nominal,2.0NRT,284.97,3.34,N,SUOMI,11.82000000000005,2025-01-09 09:09:00+00:00,2025-01-09 09:00:00+00:00
34.0806,-118.57863,341.66,0.43,0.38,2025-01-09,09:30,N20,nominal,2.0NRT,294.53,19.24,N,J1,21.379999999999995,2025-01-09 09:30:00+00:00,2025-01-09 10:00:00+00:00
34.21123,-118.09226,310.38,0.41,0.37,2025-01-09,09:30,N20,nominal,2.0NRT,282.34,1.49,N,J1,9.189999999999998,2025-01-09 09:30:00+00:00,2025-01-09 10:00:00+00:00
34.09467,-118.52402,346.84,0.42,0.38,2025-01-09,09:30,N20,nominal,2.0NRT,316.92,20.9,N,J1,43.77000000000004,2025-01-09 09:30:00+00:00,2025-01-09 10:00:00+00:00
34.09528,-118.52866,367.0,0.43,0.38,2025-01-09,09:30,N20,high,2.0NRT,322.9,42.09,N,J1,49.75,2025-01-09 09:30:00+00:00,2025-01-09 10:00:00+00:00
34.09587,-118.53311,367.0,0.43,0.38,2025-01-09,09:30,N20,high,2.0NRT,339.53,42.09,N,J1,66.38,2025-01-09 09:30:00+00:00,2025-01-09 10:00:00+00:00
34.09647,-118.53752,350.81,0.43,0.38,2025-01-09,09:30,N20,nominal,2.0NRT,315.11,40.98,N,J1,41.960000000000036,2025-01-09 09:30:00+00:00,2025-01-09 10:00:00+00:00
34.09705,-118.54189,355.35,0.43,0.38,2025-01-09,09:30,N20,nominal,2.0NRT,295.59,40.98,N,J1,22.439999999999998,2025-01-09 09:30:00+00:00,2025-01-09 10:00:00+00:00
34.09764,-118.54631,330.98,0.43,0.38,2025-01-09,09:30,N20,nominal,2.0NRT,294.41,24.39,N,J1,21.260000000000048,2025-01-09 09:30:00+00:00,2025-01-09 10:00:00+00:00
34.09873,-118.52791,295.48,0.43,0.38,2025-01-09,09:30,N20,nominal,2.0NRT,283.13,42.09,N,J1,9.980000000000018,2025-01-09 09:30:00+00:00,2025-01-09 10:00:00+00:00
34.09932,-118.53237,295.48,0.43,0.38,2025-01-09,09:30,N20,nominal,2.0NRT,284.13,42.09,N,J1,10.980000000000018,2025-01-09 09:30:00+00:00,2025-01-09 10:00:00+00:00
34.09811,-118.52329,329.14,0.42,0.38,2025-01-09,09:30,N20,nominal,2.0NRT,285.2,20.9,N,J1,12.050000000000011,2025-01-09 09:30:00+00:00,2025-01-09 10:00:00+00:00
34.10395,-118.54042,306.62,0.43,0.38,2025-01-09,09:30,N20,nominal,2.0NRT,283.51,0.47,N,J1,10.360000000000014,2025-01-09 09:30:00+00:00,2025-01-09 10:00:00+00:00
34.1494,-118.7222,304.93,0.43,0.38,2025-01-09,09:30,N20,nominal,2.0NRT,283.2,0.82,N,J1,10.050000000000011,2025-01-09 09:30:00+00:00,2025-01-09 10:00:00+00:00
34.04086,-117.82256,297.62,0.41,0.37,2025-01-09,09:30,N20,nominal,2.0NRT,277.44,0.7,N,J1,4.2900000000000205,2025-01-09 09:30:00+00:00,2025-01-09 10:00:00+00:00
34.11502,-117.92731,301.53,0.41,0.37,2025-01-09,09:30,N20,nominal,2.0NRT,277.51,0.31,N,J1,4.360000000000014,2025-01-09 09:30:00+00:00,2025-01-09 10:00:00+00:00
34.15486,-118.19294,312.99,0.42,0.37,2025-01-09,09:30,N20,nominal,2.0NRT,278.31,1.66,N,J1,5.160000000000025,2025-01-09 09:30:00+00:00,2025-01-09 10:00:00+00:00
34.17002,-118.09831,302.92,0.41,0.37,2025-01-09,09:30,N20,nominal,2.0NRT,278.77,0.75,N,J1,5.6200000000000045,2025-01-09 09:30:00+00:00,2025-01-09 10:00:00+00:00
34.1811,-118.12797,297.79,0.41,0.37,2025-01-09,09:30,N20,nominal,2.0NRT,281.54,0.83,N,J1,8.390000000000043,2025-01-09 09:30:00+00:00,2025-01-09 10:00:00+00:00
34.18172,-118.13247,304.65,0.41,0.37,2025-01-09,09:30,N20,nominal,2.0NRT,283.14,1.36,N,J1,9.990000000000009,2025-01-09 09:30:00+00:00,2025-01-09 10:00:00+00:00
34.18233,-118.13697,303.21,0.41,0.37,2025-01-09,09:30,N20,nominal,2.0NRT,281.23,1.36,N,J1,8.080000000000041,2025-01-09 09:30:00+00:00,2025-01-09 10:00:00+00:00
34.18479,-118.15492,297.74,0.42,0.37,2025-01-09,09:30,N20,nominal,2.0NRT,279.98,0.97,N,J1,6.830000000000041,2025-01-09 09:30:00+00:00,2025-01-09 10:00:00+00:00
34.1839,-118.12278,296.68,0.41,0.37,2025-01-09,09:30,N20,nominal,2.0NRT,281.08,1.29,N,J1,7.930000000000007,2025-01-09 09:30:00+00:00,2025-01-09 10:00:00+00:00
34.18451,-118.12722,306.51,0.41,0.37,2025-01-09,09:30,N20,nominal,2.0NRT,283.23,1.29,N,J1,10.080000000000041,2025-01-09 09:30:00+00:00,2025-01-09 10:00:00+00:00
34.18512,-118.13173,313.47,0.41,0.37,2025-01-09,09:30,N20,nominal,2.0NRT,285.09,1.85,N,J1,11.939999999999998,2025-01-09 09:30:00+00:00,2025-01-09 10:00:00+00:00
34.18574,-118.13622,309.0,0.41,0.37,2025-01-09,09:30,N20,nominal,2.0NRT,282.73,1.85,N,J1,9.580000000000041,2025-01-09 09:30:00+00:00,2025-01-09 10:00:00+00:00
34.09405,-118.51937,313.81,0.42,0.38,2025-01-09,09:30,N20,nominal,2.0NRT,286.11,20.9,N,J1,12.960000000000036,2025-01-09 09:30:00+00:00,2025-01-09 10:00:00+00:00
34.09541,-118.55625,335.02,0.43,0.38,2025-01-09,09:30,N20,nominal,2.0NRT,288.57,2.93,N,J1,15.420000000000016,2025-01-09 09:30:00+00:00,2025-01-09 10:00:00+00:00
34.09479,-118.55161,356.72,0.43,0.38,2025-01-09,09:30,N20,nominal,2.0NRT,296.59,75.88,N,J1,23.439999999999998,2025-01-09 09:30:00+00:00,2025-01-09 10:00:00+00:00
34.09418,-118.54703,367.0,0.43,0.38,2025-01-09,09:30,N20,high,2.0NRT,337.88,75.88,N,J1,64.73000000000002,2025-01-09 09:30:00+00:00,2025-01-09 10:00:00+00:00
34.07906,-118.51333,296.93,0.42,0.38,2025-01-09,09:30,N20,nominal,2.0NRT,283.88,1.15,N,J1,10.730000000000018,2025-01-09 09:30:00+00:00,2025-01-09 10:00:00+00:00
34.08874,-118.58646,306.34,0.43,0.38,2025-01-09,09:30,N20,nominal,2.0NRT,284.4,1.1,N,J1,11.25,2025-01-09 09:30:00+00:00,2025-01-09 10:00:00+00:00
34.08633,-118.56835,341.44,0.43,0.38,2025-01-09,09:30,N20,nominal,2.0NRT,307.11,18.15,N,J1,33.960000000000036,2025-01-09 09:30:00+00:00,2025-01-09 10:00:00+00:00
34.08695,-118.57296,329.5,0.43,0.38,2025-01-09,09:30,N20,nominal,2.0NRT,297.3,18.15,N,J1,24.150000000000034,2025-01-09 09:30:00+00:00,2025-01-09 10:00:00+00:00
34.0831,-118.51711,306.92,0.42,0.38,2025-01-09,09:30,N20,nominal,2.0NRT,286.34,1.15,N,J1,13.189999999999998,2025-01-09 09:30:00+00:00,2025-01-09 10:00:00+00:00
34.08916,-118.5628,303.41,0.43,0.38,2025-01-09,09:30,N20,nominal,2.0NRT,287.72,1.92,N,J1,14.57000000000005,2025-01-09 09:30:00+00:00,2025-01-09 10:00:00+00:00
34.08978,-118.5675,303.35,0.43,0.38,2025-01-09,09:30,N20,nominal,2.0NRT,285.66,18.15,N,J1,12.510000000000048,2025-01-09 09:30:00+00:00,2025-01-09 10:00:00+00:00
34.08716,-118.52097,311.97,0.42,0.38,2025-01-09,09:30,N20,nominal,2.0NRT,285.95,7.43,N,J1,12.800000000000011,2025-01-09 09:30:00+00:00,2025-01-09 10:00:00+00:00
34.08777,-118.52554,300.63,0.42,0.38,2025-01-09,09:30,N20,nominal,2.0NRT,287.64,7.43,N,J1,14.490000000000009,2025-01-09 09:30:00+00:00,2025-01-09 10:00:00+00:00
34.08837,-118.53004,301.4,0.43,0.38,2025-01-09,09:30,N20,nominal,2.0NRT,289.57,6.69,N,J1,16.420000000000016,2025-01-09 09:30:00+00:00,2025-01-09 10:00:00+00:00
34.08895,-118.53444,309.46,0.43,0.38,2025-01-09,09:30,N20,nominal,2.0NRT,292.54,6.69,N,J1,19.390000000000043,2025-01-09 09:30:00+00:00,2025-01-09 10:00:00+00:00
34.18759,-118.14969,296.17,0.42,0.37,2025-01-09,09:30,N20,nominal,2.0NRT,280.27,1.58,N,J1,7.1200000000000045,2025-01-09 09:30:00+00:00,2025-01-09 10:00:00+00:00
34.08954,-118.53882,304.37,0.43,0.38,2025-01-09,09:30,N20,nominal,2.0NRT,290.27,39.03,N,J1,17.120000000000005,2025-01-09 09:30:00+00:00,2025-01-09 10:00:00+00:00
34.09073,-118.54775,305.41,0.43,0.38,2025-01-09,09:30,N20,nominal,2.0NRT,286.14,75.88,N,J1,12.990000000000009,2025-01-09 09:30:00+00:00,2025-01-09 10:00:00+00:00
34.0926,-118.56194,298.77,0.43,0.38,2025-01-09,09:30,N20,nominal,2.0NRT,286.39,2.93,N,J1,13.240000000000009,2025-01-09 09:30:00+00:00,2025-01-09 10:00:00+00:00
34.09197,-118.55711,320.51,0.43,0.38,2025-01-09,09:30,N20,nominal,2.0NRT,288.38,2.93,N,J1,15.230000000000018,2025-01-09 09:30:00+00:00,2025-01-09 10:00:00+00:00
33.8781,-117.0005,295.88,0.39,0.36,2025-01-09,09:30,N20,nominal,2.0NRT,275.34,0.41,N,J1,2.1899999999999977,2025-01-09 09:30:00+00:00,2025-01-09 10:00:00+00:00
34.03468,-118.10529,301.77,0.41,0.37,2025-01-09,09:30,N20,nominal,2.0NRT,279.19,0.68,N,J1,6.0400000000000205,2025-01-09 09:30:00+00:00,2025-01-09 10:00:00+00:00
34.0906,-118.52019,313.4,0.42,0.38,2025-01-09,09:30,N20,nominal,2.0NRT,298.44,7.43,N,J1,25.29000000000002,2025-01-09 09:30:00+00:00,2025-01-09 10:00:00+00:00
34.09122,-118.5248,338.61,0.42,0.38,2025-01-09,09:30,N20,nominal,2.0NRT,294.36,7.43,N,J1,21.210000000000036,2025-01-09 09:30:00+00:00,2025-01-09 10:00:00+00:00
34.09183,-118.52938,340.18,0.43,0.38,2025-01-09,09:30,N20,nominal,2.0NRT,296.64,6.69,N,J1,23.49000000000001,2025-01-09 09:30:00+00:00,2025-01-09 10:00:00+00:00
34.09241,-118.53378,355.09,0.43,0.38,2025-01-09,09:30,N20,nominal,2.0NRT,315.85,6.69,N,J1,42.700000000000045,2025-01-09 09:30:00+00:00,2025-01-09 10:00:00+00:00
34.093,-118.53819,354.79,0.43,0.38,2025-01-09,09:30,N20,nominal,2.0NRT,307.17,39.03,N,J1,34.02000000000004,2025-01-09 09:30:00+00:00,2025-01-09 10:00:00+00:00
34.09359,-118.54259,337.51,0.43,0.38,2025-01-09,09:30,N20,nominal,2.0NRT,330.28,39.03,N,J1,57.129999999999995,2025-01-09 09:30:00+00:00,2025-01-09 10:00:00+00:00
34.09013,-118.54324,306.59,0.43,0.38,2025-01-09,09:30,N20,nominal,2.0NRT,288.76,39.03,N,J1,15.610000000000014,2025-01-09 09:30:00+00:00,2025-01-09 10:00:00+00:00
34.18821,-118.1542,310.21,0.42,0.37,2025-01-09,09:30,N20,nominal,2.0NRT,282.88,1.58,N,J1,9.730000000000018,2025-01-09 09:30:00+00:00,2025-01-09 10:00:00+00:00
34.18882,-118.15869,305.52,0.42,0.37,2025-01-09,09:30,N20,nominal,2.0NRT,281.74,1.26,N,J1,8.590000000000032,2025-01-09 09:30:00+00:00,2025-01-09 10:00:00+00:00
34.18668,-118.11755,302.09,0.41,0.37,2025-01-09,09:30,N20,nominal,2.0NRT,283.51,1.83,N,J1,10.360000000000014,2025-01-09 09:30:00+00:00,2025-01-09 10:00:00+00:00
34.18058,-118.02248,331.18,0.41,0.37,2025-01-09,09:30,N20,nominal,2.0NRT,286.62,4.28,N,J1,13.470000000000027,2025-01-09 09:30:00+00:00,2025-01-09 10:00:00+00:00
34.18333,-118.01714,319.16,0.41,0.37,2025-01-09,09:30,N20,nominal,2.0NRT,283.09,1.96,N,J1,9.939999999999998,2025-01-09 09:30:00+00:00,2025-01-09 10:00:00+00:00
34.18452,-118.0257,300.25,0.41,0.37,2025-01-09,09:30,N20,nominal,2.0NRT,283.34,4.57,N,J1,10.189999999999998,2025-01-09 09:30:00+00:00,2025-01-09 10:00:00+00:00
34.19811,-118.12412,297.33,0.41,0.37,2025-01-09,09:30,N20,nominal,2.0NRT,283.34,1.03,N,J1,10.189999999999998,2025-01-09 09:30:00+00:00,2025-01-09 10:00:00+00:00
34.19873,-118.12859,313.58,0.41,0.37,2025-01-09,09:30,N20,nominal,2.0NRT,286.63,1.08,N,J1,13.480000000000018,2025-01-09 09:30:00+00:00,2025-01-09 10:00:00+00:00
34.19935,-118.13312,307.79,0.41,0.37,2025-01-09,09:30,N20,nominal,2.0NRT,285.6,1.08,N,J1,12.450000000000045,2025-01-09 09:30:00+00:00,2025-01-09 10:00:00+00:00
34.19997,-118.13766,308.23,0.41,0.37,2025-01-09,09:30,N20,nominal,2.0NRT,286.35,1.03,N,J1,13.200000000000045,2025-01-09 09:30:00+00:00,2025-01-09 10:00:00+00:00
34.2006,-118.14215,307.51,0.41,0.37,2025-01-09,09:30,N20,nominal,2.0NRT,286.78,1.03,N,J1,13.629999999999995,2025-01-09 09:30:00+00:00,2025-01-09 10:00:00+00:00
34.20122,-118.14668,310.67,0.42,0.37,2025-01-09,09:30,N20,nominal,2.0NRT,287.01,1.55,N,J1,13.860000000000014,2025-01-09 09:30:00+00:00,2025-01-09 10:00:00+00:00
34.20184,-118.15124,312.48,0.42,0.37,2025-01-09,09:30,N20,nominal,2.0NRT,286.36,1.55,N,J1,13.210000000000036,2025-01-09 09:30:00+00:00,2025-01-09 10:00:00+00:00
34.20247,-118.15577,300.4,0.42,0.37,2025-01-09,09:30,N20,nominal,2.0NRT,282.06,1.17,N,J1,8.910000000000025,2025-01-09 09:30:00+00:00,2025-01-09 10:00:00+00:00
34.19905,-118.15648,310.86,0.42,0.37,2025-01-09,09:30,N20,nominal,2.0NRT,284.96,2.0,N,J1,11.810000000000002,2025-01-09 09:30:00+00:00,2025-01-09 10:00:00+00:00
34.18394,-118.02153,343.45,0.41,0.37,2025-01-09,09:30,N20,nominal,2.0NRT,289.01,4.57,N,J1,15.860000000000014,2025-01-09 09:30:00+00:00,2025-01-09 10:00:00+00:00
34.20212,-118.12777,298.71,0.41,0.37,2025-01-09,09:30,N20,nominal,2.0NRT,283.24,1.08,N,J1,10.090000000000032,2025-01-09 09:30:00+00:00,2025-01-09 10:00:00+00:00
34.20274,-118.13229,296.34,0.41,0.37,2025-01-09,09:30,N20,nominal,2.0NRT,282.56,1.08,N,J1,9.410000000000025,2025-01-09 09:30:00+00:00,2025-01-09 10:00:00+00:00
34.20337,-118.13686,296.06,0.41,0.37,2025-01-09,09:30,N20,nominal,2.0NRT,282.54,1.03,N,J1,9.390000000000043,2025-01-09 09:30:00+00:00,2025-01-09 10:00:00+00:00
34.204,-118.14141,301.87,0.41,0.37,2025-01-09,09:30,N20,nominal,2.0NRT,284.33,1.03,N,J1,11.180000000000007,2025-01-09 09:30:00+00:00,2025-01-09 10:00:00+00:00
34.20462,-118.1459,306.36,0.42,0.37,2025-01-09,09:30,N20,nominal,2.0NRT,285.0,1.55,N,J1,11.850000000000023,2025-01-09 09:30:00+00:00,2025-01-09 10:00:00+00:00
34.19666,-118.0629,298.45,0.41,0.37,2025-01-09,09:30,N20,nominal,2.0NRT,282.42,1.16,N,J1,9.270000000000039,2025-01-09 09:30:00+00:00,2025-01-09 10:00:00+00:00
34.20676,-118.13598,295.36,0.41,0.37,2025-01-09,09:30,N20,nominal,2.0NRT,282.22,0.62,N,J1,9.07000000000005,2025-01-09 09:30:00+00:00,2025-01-09 10:00:00+00:00
34.20739,-118.14054,297.74,0.41,0.37,2025-01-09,09:30,N20,nominal,2.0NRT,282.79,0.62,N,J1,9.640000000000043,2025-01-09 09:30:00+00:00,2025-01-09 10:00:00+00:00
34.20802,-118.1451,298.6,0.42,0.37,2025-01-09,09:30,N20,nominal,2.0NRT,281.71,0.83,N,J1,8.560000000000002,2025-01-09 09:30:00+00:00,2025-01-09 10:00:00+00:00
34.19548,-118.05434,335.2,0.41,0.37,2025-01-09,09:30,N20,nominal,2.0NRT,286.33,2.8,N,J1,13.180000000000007,2025-01-09 09:30:00+00:00,2025-01-09 10:00:00+00:00
34.19607,-118.05858,329.85,0.41,0.37,2025-01-09,09:30,N20,nominal,2.0NRT,285.65,2.8,N,J1,12.5,2025-01-09 09:30:00+00:00,2025-01-09 10:00:00+00:00
34.19209,-118.05511,302.19,0.41,0.37,2025-01-09,09:30,N20,nominal,2.0NRT,281.89,0.57,N,J1,8.740000000000009,2025-01-09 09:30:00+00:00,2025-01-09 10:00:00+00:00
34.08589,-118.59185,345.94,0.43,0.38,2025-01-09,09:30,N20,nominal,2.0NRT,284.95,42.39,N,J1,11.800000000000011,2025-01-09 09:30:00+00:00,2025-01-09 10:00:00+00:00
34.19843,-118.152,317.41,0.42,0.37,2025-01-09,09:30,N20,nominal,2.0NRT,288.47,1.74,N,J1,15.32000000000005,2025-01-09 09:30:00+00:00,2025-01-09 10:00:00+00:00
34.19719,-118.14293,306.98,0.41,0.37,2025-01-09,09:30,N20,nominal,2.0NRT,286.93,1.66,N,J1,13.78000000000003,2025-01-09 09:30:00+00:00,2025-01-09 10:00:00+00:00
34.1873,-118.12204,314.1,0.41,0.37,2025-01-09,09:30,N20,nominal,2.0NRT,285.52,1.29,N,J1,12.370000000000005,2025-01-09 09:30:00+00:00,2025-01-09 10:00:00+00:00
34.18792,-118.12651,312.3,0.41,0.37,2025-01-09,09:30,N20,nominal,2.0NRT,286.03,1.29,N,J1,12.879999999999995,2025-01-09 09:30:00+00:00,2025-01-09 10:00:00+00:00
34.18914,-118.13544,311.39,0.41,0.37,2025-01-09,09:30,N20,nominal,2.0NRT,285.23,1.85,N,J1,12.080000000000041,2025-01-09 09:30:00+00:00,2025-01-09 10:00:00+00:00
34.18976,-118.13994,309.36,0.41,0.37,2025-01-09,09:30,N20,nominal,2.0NRT,284.97,1.87,N,J1,11.82000000000005,2025-01-09 09:30:00+00:00,2025-01-09 10:00:00+00:00
34.19038,-118.14447,308.78,0.41,0.37,2025-01-09,09:30,N20,nominal,2.0NRT,286.22,1.87,N,J1,13.07000000000005,2025-01-09 09:30:00+00:00,2025-01-09 10:00:00+00:00
34.19099,-118.14894,314.38,0.42,0.37,2025-01-09,09:30,N20,nominal,2.0NRT,288.28,1.58,N,J1,15.129999999999995,2025-01-09 09:30:00+00:00,2025-01-09 10:00:00+00:00
34.19223,-118.15796,307.49,0.42,0.37,2025-01-09,09:30,N20,nominal,2.0NRT,283.46,1.26,N,J1,10.310000000000002,2025-01-09 09:30:00+00:00,2025-01-09 10:00:00+00:00
34.18853,-118.13095,324.49,0.41,0.37,2025-01-09,09:30,N20,nominal,2.0NRT,288.91,1.85,N,J1,15.760000000000048,2025-01-09 09:30:00+00:00,2025-01-09 10:00:00+00:00
34.19161,-118.15347,320.15,0.42,0.37,2025-01-09,09:30,N20,nominal,2.0NRT,288.73,1.58,N,J1,15.580000000000041,2025-01-09 09:30:00+00:00,2025-01-09 10:00:00+00:00
34.19009,-118.11677,300.24,0.41,0.37,2025-01-09,09:30,N20,nominal,2.0NRT,283.15,1.97,N,J1,10.0,2025-01-09 09:30:00+00:00,2025-01-09 10:00:00+00:00
34.1907,-118.12125,306.9,0.41,0.37,2025-01-09,09:30,N20,nominal,2.0NRT,284.55,1.21,N,J1,11.400000000000034,2025-01-09 09:30:00+00:00,2025-01-09 10:00:00+00:00
34.19781,-118.14745,308.0,0.42,0.37,2025-01-09,09:30,N20,nominal,2.0NRT,286.88,1.74,N,J1,13.730000000000018,2025-01-09 09:30:00+00:00,2025-01-09 10:00:00+00:00
34.19131,-118.12573,306.71,0.41,0.37,2025-01-09,09:30,N20,nominal,2.0NRT,285.11,1.21,N,J1,11.960000000000036,2025-01-09 09:30:00+00:00,2025-01-09 10:00:00+00:00
34.19379,-118.14369,311.34,0.41,0.37,2025-01-09,09:30,N20,nominal,2.0NRT,287.47,1.66,N,J1,14.32000000000005,2025-01-09 09:30:00+00:00,2025-01-09 10:00:00+00:00
34.1944,-118.14822,310.6,0.42,0.37,2025-01-09,09:30,N20,nominal,2.0NRT,287.35,1.74,N,J1,14.200000000000045,2025-01-09 09:30:00+00:00,2025-01-09 10:00:00+00:00
34.19502,-118.15271,315.68,0.42,0.37,2025-01-09,09:30,N20,nominal,2.0NRT,287.38,1.74,N,J1,14.230000000000018,2025-01-09 09:30:00+00:00,2025-01-09 10:00:00+00:00
34.19564,-118.15722,316.95,0.42,0.37,2025-01-09,09:30,N20,nominal,2.0NRT,285.71,2.0,N,J1,12.560000000000002,2025-01-09 09:30:00+00:00,2025-01-09 10:00:00+00:00
34.19193,-118.1302,323.31,0.41,0.37,2025-01-09,09:30,N20,nominal,2.0NRT,286.82,2.13,N,J1,13.670000000000016,2025-01-09 09:30:00+00:00,2025-01-09 10:00:00+00:00
34.19255,-118.13468,328.58,0.41,0.37,2025-01-09,09:30,N20,nominal,2.0NRT,289.98,2.13,N,J1,16.83000000000004,2025-01-09 09:30:00+00:00,2025-01-09 10:00:00+00:00
34.17996,-118.01809,299.78,0.41,0.37,2025-01-09,09:30,N20,nominal,2.0NRT,284.55,0.89,N,J1,11.400000000000034,2025-01-09 09:30:00+00:00,2025-01-09 10:00:00+00:00
34.19471,-118.12492,299.73,0.41,0.37,2025-01-09,09:30,N20,nominal,2.0NRT,283.83,1.21,N,J1,10.680000000000007,2025-01-09 09:30:00+00:00,2025-01-09 10:00:00+00:00
34.19533,-118.12942,312.42,0.41,0.37,2025-01-09,09:30,N20,nominal,2.0NRT,286.12,2.13,N,J1,12.970000000000027,2025-01-09 09:30:00+00:00,2025-01-09 10:00:00+00:00
34.19595,-118.13393,306.07,0.41,0.37,2025-01-09,09:30,N20,nominal,2.0NRT,285.97,2.13,N,J1,12.82000000000005,2025-01-09 09:30:00+00:00,2025-01-09 10:00:00+00:00
34.19657,-118.1384,311.72,0.41,0.37,2025-01-09,09:30,N20,nominal,2.0NRT,287.57,1.66,N,J1,14.420000000000016,2025-01-09 09:30:00+00:00,2025-01-09 10:00:00+00:00
34.19316,-118.13918,316.33,0.41,0.37,2025-01-09,09:30,N20,nominal,2.0NRT,288.25,1.66,N,J1,15.100000000000023,2025-01-09 09:30:00+00:00,2025-01-09 10:00:00+00:00
34.19886,-118.0535,312.31,0.41,0.37,2025-01-09,09:30,N20,nominal,2.0NRT,285.69,2.8,N,J1,12.54000000000002,2025-01-09 09:30:00+00:00,2025-01-09 10:00:00+00:00
34.08527,-118.58717,367.0,0.43,0.38,2025-01-09,09:30,N20,high,2.0NRT,341.96,42.39,N,J1,68.81,2025-01-09 09:30:00+00:00,2025-01-09 10:00:00+00:00
34.08408,-118.57808,344.86,0.43,0.38,2025-01-09,09:30,N20,nominal,2.0NRT,312.52,19.24,N,J1,39.370000000000005,2025-01-09 09:30:00+00:00,2025-01-09 10:00:00+00:00
33.85281,-118.33523,295.99,0.42,0.37,2025-01-09,09:30,N20,nominal,2.0NRT,284.72,1.1,N,J1,11.57000000000005,2025-01-09 09:30:00+00:00,2025-01-09 10:00:00+00:00
33.8522,-118.33072,298.97,0.42,0.37,2025-01-09,09:30,N20,nominal,2.0NRT,285.9,1.1,N,J1,12.75,2025-01-09 09:30:00+00:00,2025-01-09 10:00:00+00:00
33.81953,-118.24522,299.28,0.42,0.37,2025-01-09,09:30,N20,nominal,2.0NRT,284.15,1.08,N,J1,11.0,2025-01-09 09:30:00+00:00,2025-01-09 10:00:00+00:00
33.81968,-118.24335,300.71,0.41,0.37,2025-01-09,09:30,N20,nominal,2.0NRT,285.64,1.39,N,J1,12.490000000000009,2025-01-09 09:30:00+00:00,2025-01-09 10:00:00+00:00
33.71657,-117.70906,298.99,0.4,0.37,2025-01-09,09:30,N20,nominal,2.0NRT,279.58,0.59,N,J1,6.430000000000007,2025-01-09 09:30:00+00:00,2025-01-09 10:00:00+00:00
33.77682,-118.2381,296.32,0.41,0.37,2025-01-09,09:30,N20,nominal,2.0NRT,283.2,0.56,N,J1,10.050000000000011,2025-01-09 09:30:00+00:00,2025-01-09 10:00:00+00:00
33.61424,-117.82512,311.56,0.4,0.37,2025-01-09,09:30,N20,nominal,2.0NRT,279.69,1.16,N,J1,6.5400000000000205,2025-01-09 09:30:00+00:00,2025-01-09 10:00:00+00:00
34.04611,-118.54654,329.1,0.43,0.38,2025-01-09,09:30,N20,nominal,2.0NRT,290.52,2.39,N,J1,17.370000000000005,2025-01-09 09:30:00+00:00,2025-01-09 10:00:00+00:00
